season,round,driverId,quali_position,Q1,Q2,Q3
2022,1,leclerc,1,1:31.471,1:30.932,1:30.558
2022,1,max_verstappen,2,1:31.785,1:30.757,1:30.681
2022,1,sainz,3,1:31.567,1:30.787,1:30.687
2022,1,perez,4,1:32.311,1:31.008,1:30.921
2022,1,hamilton,5,1:32.285,1:31.048,1:31.238
2022,1,bottas,6,1:31.919,1:31.717,1:31.560
2022,1,kevin_magnussen,7,1:31.955,1:31.461,1:31.808
2022,1,alonso,8,1:32.346,1:31.621,1:32.195
2022,1,russell,9,1:32.269,1:31.252,1:32.216
2022,1,gasly,10,1:32.096,1:31.635,1:32.338
2022,1,ocon,11,1:32.041,1:31.782,
2022,1,mick_schumacher,12,1:32.380,1:31.998,
2022,1,norris,13,1:32.239,1:32.008,
2022,1,albon,14,1:32.726,1:32.664,
2022,1,zhou,15,1:32.493,1:33.543,
2022,1,tsunoda,16,1:32.750,,
2022,1,hulkenberg,17,1:32.777,,
2022,1,ricciardo,18,1:32.945,,
2022,1,stroll,19,1:33.032,,
2022,1,latifi,20,1:33.634,,
2022,2,perez,1,1:29.705,1:28.924,1:28.200
2022,2,leclerc,2,1:29.039,1:28.780,1:28.225
2022,2,sainz,3,1:28.855,1:28.686,1:28.402
2022,2,max_verstappen,4,1:28.928,1:28.945,1:28.461
2022,2,ocon,5,1:30.093,1:29.584,1:29.068
2022,2,russell,6,1:29.680,1:29.618,1:29.104
2022,2,alonso,7,1:29.978,1:29.295,1:29.147
2022,2,bottas,8,1:29.683,1:29.404,1:29.183
2022,2,gasly,9,1:29.891,1:29.418,1:29.254
2022,2,kevin_magnussen,10,1:29.831,1:29.546,1:29.588
2022,2,norris,11,1:29.957,1:29.651,
2022,2,ricciardo,12,1:30.009,1:29.773,
2022,2,zhou,13,1:29.978,1:29.819,
2022,2,mick_schumacher,14,1:30.167,1:29.920,
2022,2,stroll,15,1:30.256,1:31.009,
2022,2,hamilton,16,1:30.343,,
2022,2,albon,17,1:30.492,,
2022,2,hulkenberg,18,1:30.543,,
2022,2,latifi,19,1:31.817,,
2022,2,tsunoda,20,,,
2022,3,leclerc,1,1:18.881,1:18.606,1:17.868
2022,3,max_verstappen,2,1:18.580,1:18.611,1:18.154
2022,3,perez,3,1:18.834,1:18.340,1:18.240
2022,3,norris,4,1:19.280,1:19.066,1:18.703
2022,3,hamilton,5,1:19.401,1:19.106,1:18.825
2022,3,russell,6,1:19.405,1:19.076,1:18.933
2022,3,ricciardo,7,1:19.665,1:19.130,1:19.032
2022,3,ocon,8,1:19.605,1:19.136,1:19.061
2022,3,sainz,9,1:18.983,1:18.469,1:19.408
2022,3,alonso,10,1:19.192,1:18.815,
2022,3,gasly,11,1:19.580,1:19.226,
2022,3,bottas,12,1:19.251,1:19.410,
2022,3,tsunoda,13,1:19.742,1:19.424,
2022,3,zhou,14,1:19.910,1:20.155,
2022,3,mick_schumacher,15,1:20.104,1:20.465,
2022,3,albon,16,1:20.135,,
2022,3,kevin_magnussen,17,1:20.254,,
2022,3,vettel,18,1:21.149,,
2022,3,latifi,19,1:21.372,,
2022,3,stroll,20,,,
2022,4,max_verstappen,1,1:19.295,1:18.793,1:27.999
2022,4,leclerc,2,1:18.796,1:19.584,1:28.778
2022,4,norris,3,1:20.168,1:19.294,1:29.131
2022,4,kevin_magnussen,4,1:20.147,1:19.902,1:29.164
2022,4,alonso,5,1:20.198,1:19.595,1:29.202
2022,4,ricciardo,6,1:19.980,1:20.031,1:29.742
2022,4,perez,7,1:19.773,1:19.296,1:29.808
2022,4,bottas,8,1:20.419,1:20.192,1:30.439
2022,4,vettel,9,1:20.364,1:19.957,1:31.062
2022,4,sainz,10,1:19.305,1:18.990,
2022,4,russell,11,1:20.383,1:20.757,
2022,4,mick_schumacher,12,1:20.422,1:20.916,
2022,4,hamilton,13,1:20.470,1:21.138,
2022,4,zhou,14,1:19.730,1:21.434,
2022,4,stroll,15,1:20.342,1:28.119,
2022,4,tsunoda,16,1:20.474,,
2022,4,gasly,17,1:20.732,,
2022,4,latifi,18,1:21.971,,
2022,4,ocon,19,1:22.338,,
2022,4,albon,20,,,
2022,5,leclerc,1,1:29.474,1:29.130,1:28.796
2022,5,sainz,2,1:30.079,1:29.729,1:28.986
2022,5,max_verstappen,3,1:29.836,1:29.202,1:28.991
2022,5,perez,4,1:30.055,1:29.673,1:29.036
2022,5,bottas,5,1:30.845,1:29.751,1:29.475
2022,5,hamilton,6,1:30.388,1:29.797,1:29.625
2022,5,gasly,7,1:30.779,1:30.128,1:29.690
2022,5,norris,8,1:30.761,1:29.634,1:29.750
2022,5,tsunoda,9,1:30.485,1:30.031,1:29.932
2022,5,stroll,10,1:30.441,1:29.996,1:30.676
2022,5,alonso,11,1:30.407,1:30.160,
2022,5,russell,12,1:30.490,1:30.173,
2022,5,vettel,13,1:30.677,1:30.214,
2022,5,ricciardo,14,1:30.583,1:30.310,
2022,5,mick_schumacher,15,1:30.645,1:30.423,
2022,5,kevin_magnussen,16,1:30.975,,
2022,5,zhou,17,1:31.020,,
2022,5,albon,18,1:31.266,,
2022,5,latifi,19,1:31.325,,
2022,5,ocon,20,,,
2022,6,leclerc,1,1:19.861,1:19.969,1:18.750
2022,6,max_verstappen,2,1:20.091,1:19.219,1:19.073
2022,6,sainz,3,1:19.892,1:19.453,1:19.166
2022,6,russell,4,1:20.218,1:19.470,1:19.393
2022,6,perez,5,1:20.447,1:19.830,1:19.420
2022,6,hamilton,6,1:20.252,1:19.794,1:19.512
2022,6,bottas,7,1:20.355,1:20.053,1:19.608
2022,6,kevin_magnussen,8,1:20.227,1:19.810,1:19.682
2022,6,ricciardo,9,1:20.549,1:20.287,1:20.297
2022,6,mick_schumacher,10,1:20.683,1:20.436,1:20.368
2022,6,norris,11,1:20.838,1:20.471,
2022,6,ocon,12,1:20.880,1:20.638,
2022,6,tsunoda,13,1:20.707,1:20.639,
2022,6,gasly,14,1:20.719,1:20.861,
2022,6,zhou,15,1:20.476,1:21.094,
2022,6,vettel,16,1:20.954,,
2022,6,alonso,17,1:21.043,,
2022,6,stroll,18,1:21.418,,
2022,6,albon,19,1:21.645,,
2022,6,latifi,20,1:21.915,,
2022,7,leclerc,1,1:12.569,1:11.864,1:11.376
2022,7,sainz,2,1:12.616,1:12.074,1:11.601
2022,7,perez,3,1:13.004,1:11.954,1:11.629
2022,7,max_verstappen,4,1:12.993,1:12.117,1:11.666
2022,7,norris,5,1:12.927,1:12.266,1:11.849
2022,7,russell,6,1:12.787,1:12.617,1:12.112
2022,7,alonso,7,1:13.394,1:12.688,1:12.247
2022,7,hamilton,8,1:13.444,1:12.595,1:12.560
2022,7,vettel,9,1:13.313,1:12.613,1:12.732
2022,7,ocon,10,1:12.848,1:12.528,1:13.047
2022,7,tsunoda,11,1:13.110,1:12.797,
2022,7,bottas,12,1:13.541,1:12.909,
2022,7,kevin_magnussen,13,1:13.069,1:12.921,
2022,7,ricciardo,14,1:13.338,1:12.964,
2022,7,mick_schumacher,15,1:13.469,1:13.081,
2022,7,albon,16,1:13.611,,
2022,7,gasly,17,1:13.660,,
2022,7,stroll,18,1:13.678,,
2022,7,latifi,19,1:14.403,,
2022,7,zhou,20,1:15.606,,
2022,8,leclerc,1,1:42.865,1:42.046,1:41.359
2022,8,perez,2,1:42.733,1:41.955,1:41.641
2022,8,max_verstappen,3,1:42.722,1:42.227,1:41.706
2022,8,sainz,4,1:42.957,1:42.088,1:41.814
2022,8,russell,5,1:43.754,1:43.281,1:42.712
2022,8,gasly,6,1:43.268,1:43.129,1:42.845
2022,8,hamilton,7,1:43.939,1:43.182,1:42.924
2022,8,tsunoda,8,1:43.595,1:43.376,1:43.056
2022,8,vettel,9,1:43.279,1:43.268,1:43.091
2022,8,alonso,10,1:44.083,1:43.360,1:43.173
2022,8,norris,11,1:44.237,1:43.398,
2022,8,ricciardo,12,1:44.437,1:43.574,
2022,8,ocon,13,1:43.903,1:43.585,
2022,8,zhou,14,1:43.777,1:43.790,
2022,8,bottas,15,1:44.478,1:44.444,
2022,8,kevin_magnussen,16,1:44.643,,
2022,8,albon,17,1:44.719,,
2022,8,latifi,18,1:45.367,,
2022,8,stroll,19,1:45.371,,
2022,8,mick_schumacher,20,1:45.775,,
2022,9,max_verstappen,1,1:32.219,1:23.746,1:21.299
2022,9,alonso,2,1:32.277,1:24.848,1:21.944
2022,9,sainz,3,1:32.781,1:25.197,1:22.096
2022,9,hamilton,4,1:33.841,1:25.543,1:22.891
2022,9,kevin_magnussen,5,1:32.957,1:26.254,1:22.960
2022,9,mick_schumacher,6,1:33.707,1:25.684,1:23.356
2022,9,ocon,7,1:33.012,1:26.135,1:23.529
2022,9,russell,8,1:33.160,1:24.950,1:23.557
2022,9,ricciardo,9,1:33.636,1:26.375,1:23.749
2022,9,zhou,10,1:33.692,1:26.116,1:24.030
2022,9,bottas,11,1:33.689,1:26.788,
2022,9,albon,12,1:34.047,1:26.858,
2022,9,perez,13,1:33.929,1:33.127,
2022,9,norris,14,1:34.066,,
2022,9,leclerc,15,1:33.008,,
2022,9,gasly,16,1:34.492,,
2022,9,vettel,17,1:34.512,,
2022,9,stroll,18,1:35.532,,
2022,9,latifi,19,1:35.660,,
2022,9,tsunoda,20,1:36.575,,
2022,10,sainz,1,1:40.190,1:41.602,1:40.983
2022,10,max_verstappen,2,1:39.129,1:40.655,1:41.055
2022,10,leclerc,3,1:39.846,1:41.247,1:41.298
2022,10,perez,4,1:40.521,1:42.513,1:41.616
2022,10,hamilton,5,1:40.428,1:41.062,1:41.995
2022,10,norris,6,1:41.515,1:41.821,1:42.084
2022,10,alonso,7,1:41.598,1:42.209,1:42.116
2022,10,russell,8,1:40.028,1:41.725,1:42.161
2022,10,zhou,9,1:40.791,1:42.640,1:42.719
2022,10,latifi,10,1:41.998,1:43.273,2:03.095
2022,10,gasly,11,1:41.680,1:43.702,
2022,10,bottas,12,1:41.396,1:44.232,
2022,10,tsunoda,13,1:41.893,1:44.311,
2022,10,ricciardo,14,1:41.933,1:44.355,
2022,10,ocon,15,1:41.730,1:45.190,
2022,10,albon,16,1:42.078,,
2022,10,kevin_magnussen,17,1:42.159,,
2022,10,vettel,18,1:42.666,,
2022,10,mick_schumacher,19,1:42.708,,
2022,10,stroll,20,1:43.430,,
2022,11,max_verstappen,1,1:05.852,1:05.374,1:04.984
2022,11,leclerc,2,1:05.419,1:05.287,1:05.013
2022,11,sainz,3,1:05.660,1:05.576,1:05.066
2022,11,russell,4,1:06.235,1:05.697,1:05.431
2022,11,ocon,5,1:06.468,1:05.993,1:05.726
2022,11,kevin_magnussen,6,1:06.366,1:05.894,1:05.879
2022,11,mick_schumacher,7,1:06.405,1:06.151,1:06.011
2022,11,alonso,8,1:06.016,1:06.082,1:06.103
2022,11,hamilton,9,1:06.079,1:05.475,1:13.151
2022,11,gasly,10,1:06.589,1:06.160,
2022,11,albon,11,1:06.516,1:06.230,
2022,11,bottas,12,1:06.442,1:06.319,
2022,11,perez,13,1:06.143,1:06.458,
2022,11,tsunoda,14,1:06.463,1:06.851,
2022,11,norris,15,1:06.330,1:25.847,
2022,11,ricciardo,16,1:06.613,,
2022,11,stroll,17,1:06.847,,
2022,11,zhou,18,1:06.901,,
2022,11,latifi,19,1:07.003,,
2022,11,vettel,20,1:07.083,,
2022,12,leclerc,1,1:31.727,1:31.216,1:30.872
2022,12,max_verstappen,2,1:31.891,1:31.990,1:31.176
2022,12,perez,3,1:32.354,1:32.120,1:31.335
2022,12,hamilton,4,1:33.041,1:32.274,1:31.765
2022,12,norris,5,1:32.672,1:32.777,1:32.032
2022,12,russell,6,1:33.109,1:32.633,1:32.131
2022,12,alonso,7,1:32.819,1:32.631,1:32.552
2022,12,tsunoda,8,1:33.394,1:32.836,1:32.780
2022,12,sainz,9,1:32.297,1:31.081,
2022,12,kevin_magnussen,10,1:32.756,1:32.649,
2022,12,ricciardo,11,1:33.404,1:32.922,
2022,12,ocon,12,1:33.346,1:33.048,
2022,12,bottas,13,1:33.034,1:33.052,
2022,12,vettel,14,1:33.285,1:33.276,
2022,12,albon,15,1:33.423,1:33.307,
2022,12,gasly,16,1:33.439,,
2022,12,stroll,17,1:33.439,,
2022,12,zhou,18,1:33.674,,
2022,12,mick_schumacher,19,1:33.701,,
2022,12,latifi,20,1:33.794,,
2022,13,russell,1,1:18.407,1:18.154,1:17.377
2022,13,sainz,2,1:18.434,1:17.946,1:17.421
2022,13,leclerc,3,1:18.806,1:17.768,1:17.567
2022,13,norris,4,1:18.653,1:18.121,1:17.769
2022,13,ocon,5,1:18.866,1:18.216,1:18.018
2022,13,alonso,6,1:18.716,1:17.904,1:18.078
2022,13,hamilton,7,1:18.374,1:18.035,1:18.142
2022,13,bottas,8,1:18.935,1:18.445,1:18.157
2022,13,ricciardo,9,1:18.775,1:18.198,1:18.379
2022,13,max_verstappen,10,1:18.509,1:17.703,1:18.823
2022,13,perez,11,1:19.118,1:18.516,
2022,13,zhou,12,1:18.973,1:18.573,
2022,13,kevin_magnussen,13,1:18.993,1:18.825,
2022,13,stroll,14,1:19.205,1:19.137,
2022,13,mick_schumacher,15,1:19.164,1:19.202,
2022,13,tsunoda,16,1:19.240,,
2022,13,albon,17,1:19.256,,
2022,13,vettel,18,1:19.273,,
2022,13,gasly,19,1:19.527,,
2022,13,latifi,20,1:19.570,,
2022,14,max_verstappen,1,1:44.581,1:44.723,1:43.665
2022,14,sainz,2,1:45.050,1:45.418,1:44.297
2022,14,perez,3,1:45.377,1:44.794,1:44.462
2022,14,leclerc,4,1:45.572,1:44.551,1:44.553
2022,14,ocon,5,1:46.039,1:45.475,1:45.180
2022,14,alonso,6,1:46.075,1:45.552,1:45.368
2022,14,hamilton,7,1:45.736,1:45.420,1:45.503
2022,14,russell,8,1:45.650,1:45.461,1:45.776
2022,14,albon,9,1:45.672,1:45.675,1:45.837
2022,14,norris,10,1:45.745,1:45.603,1:46.178
2022,14,ricciardo,11,1:46.212,1:45.767,
2022,14,gasly,12,1:46.183,1:45.827,
2022,14,zhou,13,1:46.178,1:46.085,
2022,14,stroll,14,1:46.256,1:46.611,
2022,14,mick_schumacher,15,1:46.342,1:47.718,
2022,14,vettel,16,1:46.344,,
2022,14,latifi,17,1:46.401,,
2022,14,kevin_magnussen,18,1:46.557,,
2022,14,tsunoda,19,1:46.692,,
2022,14,bottas,20,1:47.866,,
2022,15,max_verstappen,1,1:11.317,1:10.927,1:10.342
2022,15,leclerc,2,1:11.443,1:10.988,1:10.363
2022,15,sainz,3,1:11.767,1:10.814,1:10.434
2022,15,hamilton,4,1:11.331,1:11.075,1:10.648
2022,15,perez,5,1:11.641,1:11.314,1:11.077
2022,15,russell,6,1:11.561,1:10.824,1:11.147
2022,15,norris,7,1:11.556,1:11.116,1:11.174
2022,15,mick_schumacher,8,1:11.741,1:11.420,1:11.442
2022,15,tsunoda,9,1:11.427,1:11.428,1:12.556
2022,15,stroll,10,1:11.568,1:11.416,
2022,15,gasly,11,1:11.705,1:11.512,
2022,15,ocon,12,1:11.748,1:11.605,
2022,15,alonso,13,1:11.667,1:11.613,
2022,15,zhou,14,1:11.826,1:11.704,
2022,15,albon,15,1:11.695,1:11.802,
2022,15,bottas,16,1:11.961,,
2022,15,ricciardo,17,1:12.081,,
2022,15,kevin_magnussen,18,1:12.319,,
2022,15,vettel,19,1:12.391,,
2022,15,latifi,20,1:13.353,,
2022,16,leclerc,1,1:21.280,1:21.208,1:20.161
2022,16,max_verstappen,2,1:20.922,1:21.265,1:20.306
2022,16,sainz,3,1:21.348,1:20.878,1:20.429
2022,16,perez,4,1:21.495,1:21.358,1:21.206
2022,16,hamilton,5,1:22.048,1:21.708,1:21.524
2022,16,russell,6,1:21.785,1:21.747,1:21.542
2022,16,norris,7,1:22.130,1:21.831,1:21.584
2022,16,ricciardo,8,1:22.139,1:21.855,1:21.925
2022,16,gasly,9,1:22.010,1:22.062,1:22.648
2022,16,alonso,10,1:22.089,1:21.861,
2022,16,ocon,11,1:22.166,1:22.130,
2022,16,bottas,12,1:22.254,1:22.235,
2022,16,de_vries,13,1:22.567,1:22.471,
2022,16,zhou,14,1:22.003,1:22.577,
2022,16,tsunoda,15,1:22.020,,
2022,16,latifi,16,1:22.587,,
2022,16,vettel,17,1:22.636,,
2022,16,stroll,18,1:22.748,,
2022,16,kevin_magnussen,19,1:22.908,,
2022,16,mick_schumacher,20,1:23.005,,
2022,17,leclerc,1,1:54.129,1:52.343,1:49.412
2022,17,perez,2,1:54.404,1:52.818,1:49.434
2022,17,hamilton,3,1:53.161,1:52.691,1:49.466
2022,17,sainz,4,1:54.559,1:53.219,1:49.583
2022,17,alonso,5,1:55.360,1:53.127,1:49.966
2022,17,norris,6,1:55.914,1:53.942,1:50.584
2022,17,gasly,7,1:55.606,1:53.546,1:51.211
2022,17,max_verstappen,8,1:53.057,1:52.723,1:51.395
2022,17,kevin_magnussen,9,1:55.103,1:54.006,1:51.573
2022,17,tsunoda,10,1:55.314,1:53.848,1:51.983
2022,17,russell,11,1:54.633,1:54.012,
2022,17,stroll,12,1:55.629,1:54.211,
2022,17,mick_schumacher,13,1:55.736,1:54.370,
2022,17,vettel,14,1:55.602,1:54.380,
2022,17,zhou,15,1:55.375,1:55.518,
2022,17,bottas,16,1:56.083,,
2022,17,ricciardo,17,1:56.226,,
2022,17,ocon,18,1:56.337,,
2022,17,albon,19,1:56.985,,
2022,17,latifi,20,1:57.532,,
2022,18,max_verstappen,1,1:30.224,1:30.346,1:29.304
2022,18,leclerc,2,1:30.402,1:30.486,1:29.314
2022,18,sainz,3,1:30.336,1:30.444,1:29.361
