season,round,lap,driverId,position_en_vuelta,lap_time
2022,1,3,stroll,16,1:40.887
2022,1,3,zhou,17,1:40.183
2022,1,3,norris,18,1:41.785
2022,1,3,latifi,19,1:41.668
2022,1,3,ricciardo,20,1:41.711
2022,1,4,leclerc,1,1:38.414
2022,1,4,max_verstappen,2,1:38.566
2022,1,4,sainz,3,1:38.923
2022,1,4,hamilton,4,1:38.892
2022,1,4,perez,5,1:38.741
2022,1,4,kevin_magnussen,6,1:39.642
2022,1,4,russell,7,1:39.772
2022,1,4,gasly,8,1:40.158
2022,1,4,alonso,9,1:40.097
2022,1,4,ocon,10,1:40.209
2022,1,4,albon,11,1:41.126
2022,1,4,tsunoda,12,1:40.958
2022,1,4,mick_schumacher,13,1:41.163
2022,1,4,bottas,14,1:41.127
2022,1,4,hulkenberg,15,1:41.189
2022,1,4,zhou,16,1:40.393
2022,1,4,stroll,17,1:41.931
2022,1,4,norris,18,1:41.459
2022,1,4,latifi,19,1:41.947
2022,1,4,ricciardo,20,1:41.803
2022,1,5,leclerc,1,1:38.471
2022,1,5,max_verstappen,2,1:38.877
2022,1,5,sainz,3,1:39.101
2022,1,5,hamilton,4,1:38.923
2022,1,5,perez,5,1:38.861
2022,1,5,russell,6,1:39.041
2022,1,5,kevin_magnussen,7,1:41.169
2022,1,5,gasly,8,1:40.249
2022,1,5,alonso,9,1:40.465
2022,1,5,ocon,10,1:40.483
2022,1,5,tsunoda,11,1:40.363
2022,1,5,albon,12,1:42.303
2022,1,5,mick_schumacher,13,1:42.049
2022,1,5,bottas,14,1:41.817
2022,1,5,zhou,15,1:41.574
2022,1,5,hulkenberg,16,1:42.490
2022,1,5,stroll,17,1:41.715
2022,1,5,norris,18,1:41.713
2022,1,5,latifi,19,1:41.678
2022,1,5,ricciardo,20,1:41.818
2022,1,6,leclerc,1,1:38.712
2022,1,6,max_verstappen,2,1:38.940
2022,1,6,sainz,3,1:39.594
2022,1,6,hamilton,4,1:39.707
2022,1,6,perez,5,1:39.218
2022,1,6,russell,6,1:39.605
2022,1,6,kevin_magnussen,7,1:40.338
2022,1,6,gasly,8,1:40.474
2022,1,6,alonso,9,1:40.658
2022,1,6,ocon,10,1:40.558
2022,1,6,tsunoda,11,1:40.611
2022,1,6,albon,12,1:41.708
2022,1,6,bottas,13,1:41.003
2022,1,6,mick_schumacher,14,1:42.447
2022,1,6,zhou,15,1:41.461
2022,1,6,hulkenberg,16,1:41.995
2022,1,6,stroll,17,1:41.897
2022,1,6,norris,18,1:41.658
2022,1,6,ricciardo,19,1:41.770
2022,1,6,latifi,20,1:42.945
2022,1,7,leclerc,1,1:38.835
2022,1,7,max_verstappen,2,1:39.062
2022,1,7,sainz,3,1:39.588
2022,1,7,hamilton,4,1:39.682
2022,1,7,perez,5,1:39.264
2022,1,7,russell,6,1:39.934
2022,1,7,kevin_magnussen,7,1:40.555
2022,1,7,gasly,8,1:40.433
2022,1,7,alonso,9,1:40.823
2022,1,7,ocon,10,1:40.782
2022,1,7,tsunoda,11,1:40.754
2022,1,7,albon,12,1:41.561
2022,1,7,bottas,13,1:41.287
2022,1,7,zhou,14,1:40.620
2022,1,7,mick_schumacher,15,1:42.512
2022,1,7,hulkenberg,16,1:41.912
2022,1,7,stroll,17,1:41.827
2022,1,7,norris,18,1:42.192
2022,1,7,latifi,19,1:42.065
2022,1,7,ricciardo,20,1:43.137
2022,1,8,leclerc,1,1:38.951
2022,1,8,max_verstappen,2,1:39.092
2022,1,8,sainz,3,1:39.275
2022,1,8,hamilton,4,1:39.758
2022,1,8,perez,5,1:39.825
2022,1,8,russell,6,1:39.729
2022,1,8,kevin_magnussen,7,1:40.451
2022,1,8,gasly,8,1:40.684
2022,1,8,ocon,9,1:40.442
2022,1,8,alonso,10,1:42.371
2022,1,8,tsunoda,11,1:41.351
2022,1,8,bottas,12,1:41.606
2022,1,8,albon,13,1:43.097
2022,1,8,zhou,14,1:42.110
2022,1,8,mick_schumacher,15,1:42.304
2022,1,8,hulkenberg,16,1:42.177
2022,1,8,stroll,17,1:42.174
2022,1,8,norris,18,1:41.860
2022,1,8,latifi,19,1:41.931
2022,1,8,ricciardo,20,1:41.894
2022,1,9,leclerc,1,1:38.807
2022,1,9,max_verstappen,2,1:39.251
2022,1,9,sainz,3,1:39.424
2022,1,9,hamilton,4,1:40.274
2022,1,9,perez,5,1:40.215
2022,1,9,russell,6,1:40.158
2022,1,9,kevin_magnussen,7,1:40.756
2022,1,9,gasly,8,1:40.844
2022,1,9,ocon,9,1:40.819
2022,1,9,alonso,10,1:41.448
2022,1,9,tsunoda,11,1:40.900
2022,1,9,bottas,12,1:40.586
2022,1,9,albon,13,1:42.149
2022,1,9,zhou,14,1:42.258
2022,1,9,mick_schumacher,15,1:42.158
2022,1,9,stroll,16,1:41.557
2022,1,9,hulkenberg,17,1:43.773
2022,1,9,norris,18,1:42.492
2022,1,9,latifi,19,1:42.473
2022,1,9,ricciardo,20,1:42.746
2022,1,10,leclerc,1,1:39.123
2022,1,10,max_verstappen,2,1:39.392
2022,1,10,sainz,3,1:39.682
2022,1,10,perez,4,1:39.806
2022,1,10,hamilton,5,1:41.581
2022,1,10,russell,6,1:40.236
2022,1,10,kevin_magnussen,7,1:41.195
2022,1,10,gasly,8,1:40.981
2022,1,10,ocon,9,1:40.992
2022,1,10,alonso,10,1:41.873
2022,1,10,tsunoda,11,1:41.182
2022,1,10,bottas,12,1:40.788
2022,1,10,zhou,13,1:41.339
2022,1,10,albon,14,1:43.500
2022,1,10,stroll,15,1:42.350
2022,1,10,mick_schumacher,16,1:43.969
2022,1,10,hulkenberg,17,1:43.228
2022,1,10,norris,18,1:43.420
2022,1,10,latifi,19,1:42.678
2022,1,10,ricciardo,20,1:42.777
2022,1,11,leclerc,1,1:39.306
2022,1,11,max_verstappen,2,1:39.479
2022,1,11,sainz,3,1:39.942
2022,1,11,perez,4,1:39.931
2022,1,11,hamilton,5,1:42.945
2022,1,11,russell,6,1:40.358
2022,1,11,kevin_magnussen,7,1:41.064
2022,1,11,gasly,8,1:41.089
2022,1,11,ocon,9,1:41.082
2022,1,11,tsunoda,10,1:41.313
2022,1,11,alonso,11,1:44.265
2022,1,11,bottas,12,1:41.075
2022,1,11,zhou,13,1:41.057
2022,1,11,albon,14,1:42.588
2022,1,11,stroll,15,1:42.343
2022,1,11,mick_schumacher,16,1:42.809
2022,1,11,hulkenberg,17,1:42.603
2022,1,11,norris,18,1:42.833
2022,1,11,latifi,19,1:42.822
2022,1,11,ricciardo,20,1:42.641
2022,1,12,leclerc,1,1:39.256
2022,1,12,max_verstappen,2,1:39.410
2022,1,12,sainz,3,1:40.097
2022,1,12,perez,4,1:39.754
2022,1,12,russell,5,1:40.215
2022,1,12,kevin_magnussen,6,1:41.370
2022,1,12,gasly,7,1:41.347
2022,1,12,ocon,8,1:41.094
2022,1,12,tsunoda,9,1:41.096
2022,1,12,bottas,10,1:41.073
2022,1,12,zhou,11,1:41.281
2022,1,12,hamilton,12,2:03.697
2022,1,12,albon,13,1:42.505
2022,1,12,stroll,14,1:42.462
2022,1,12,hulkenberg,15,1:42.821
2022,1,12,norris,16,1:42.645
2022,1,12,mick_schumacher,17,1:45.949
2022,1,12,ricciardo,18,1:41.621
2022,1,12,latifi,19,1:43.492
2022,1,12,alonso,20,2:00.053
2022,1,13,leclerc,1,1:39.279
2022,1,13,max_verstappen,2,1:39.534
2022,1,13,sainz,3,1:40.165
2022,1,13,perez,4,1:39.992
2022,1,13,russell,5,1:40.448
2022,1,13,kevin_magnussen,6,1:41.283
2022,1,13,gasly,7,1:41.256
2022,1,13,ocon,8,1:41.395
2022,1,13,tsunoda,9,1:41.337
2022,1,13,bottas,10,1:41.291
2022,1,13,hamilton,11,1:39.330
2022,1,13,zhou,12,1:41.400
2022,1,13,stroll,13,1:42.235
2022,1,13,albon,14,1:44.752
2022,1,13,hulkenberg,15,1:41.942
2022,1,13,norris,16,1:42.041
2022,1,13,alonso,17,1:39.050
2022,1,13,ricciardo,18,1:42.461
2022,1,13,latifi,19,1:43.360
2022,1,13,mick_schumacher,20,1:59.469
2022,1,14,leclerc,1,1:39.629
2022,1,14,max_verstappen,2,1:42.050
2022,1,14,perez,3,1:40.035
2022,1,14,sainz,4,1:43.029
2022,1,14,russell,5,1:40.409
2022,1,14,kevin_magnussen,6,1:44.244
2022,1,14,gasly,7,1:44.005
2022,1,14,ocon,8,1:44.080
2022,1,14,tsunoda,9,1:41.352
2022,1,14,hamilton,10,1:39.309
2022,1,14,bottas,11,1:43.736
2022,1,14,zhou,12,1:41.185
2022,1,14,stroll,13,1:41.803
2022,1,14,alonso,14,1:39.704
2022,1,14,hulkenberg,15,1:42.959
2022,1,14,norris,16,1:42.794
2022,1,14,ricciardo,17,1:42.375
2022,1,14,latifi,18,1:45.315
2022,1,14,mick_schumacher,19,1:38.179
2022,1,14,albon,20,2:01.075
2022,1,15,leclerc,1,1:42.041
2022,1,15,perez,2,1:42.445
2022,1,15,russell,3,1:43.097
2022,1,15,max_verstappen,4,1:57.409
2022,1,15,sainz,5,1:58.327
2022,1,15,hamilton,6,1:38.587
2022,1,15,tsunoda,7,1:43.687
2022,1,15,zhou,8,1:43.106
2022,1,15,kevin_magnussen,9,1:59.764
2022,1,15,stroll,10,1:41.875
2022,1,15,alonso,11,1:40.256
2022,1,15,gasly,12,2:01.397
2022,1,15,hulkenberg,13,1:42.819
2022,1,15,norris,14,1:42.830
2022,1,15,ricciardo,15,1:42.543
2022,1,15,ocon,16,2:05.634
2022,1,15,bottas,17,2:00.669
2022,1,15,mick_schumacher,18,1:39.109
2022,1,15,albon,19,1:39.517
2022,1,15,latifi,20,1:58.534
2022,1,16,leclerc,1,1:57.660
2022,1,16,max_verstappen,2,1:36.905
2022,1,16,sainz,3,1:37.477
2022,1,16,perez,4,1:58.858
2022,1,16,hamilton,5,1:38.236
2022,1,16,russell,6,2:02.370
2022,1,16,kevin_magnussen,7,1:37.968
2022,1,16,gasly,8,1:38.705
2022,1,16,alonso,9,1:40.572
2022,1,16,stroll,10,1:42.592
2022,1,16,ocon,11,1:40.079
2022,1,16,hulkenberg,12,1:43.615
2022,1,16,norris,13,1:43.031
2022,1,16,tsunoda,14,2:01.989
2022,1,16,ricciardo,15,1:43.515
2022,1,16,bottas,16,1:40.259
2022,1,16,mick_schumacher,17,1:39.406
2022,1,16,zhou,18,2:01.722
2022,1,16,albon,19,1:40.164
2022,1,16,latifi,20,1:39.239
2022,1,17,leclerc,1,1:37.520
2022,1,17,max_verstappen,2,1:37.587
2022,1,17,sainz,3,1:37.172
2022,1,17,perez,4,1:36.634
2022,1,17,hamilton,5,1:38.644
2022,1,17,russell,6,1:38.089
2022,1,17,kevin_magnussen,7,1:38.216
2022,1,17,gasly,8,1:38.868
2022,1,17,alonso,9,1:39.434
2022,1,17,stroll,10,1:41.858
2022,1,17,ocon,11,1:38.820
2022,1,17,tsunoda,12,1:39.939
2022,1,17,bottas,13,1:40.103
2022,1,17,norris,14,1:43.396
2022,1,17,hulkenberg,15,1:44.450
2022,1,17,zhou,16,1:38.348
2022,1,17,mick_schumacher,17,1:40.565
2022,1,17,ricciardo,18,1:46.215
2022,1,17,albon,19,1:40.265
2022,1,17,latifi,20,1:39.655
2022,1,18,leclerc,1,1:37.634
2022,1,18,max_verstappen,2,1:37.717
2022,1,18,sainz,3,1:37.561
2022,1,18,perez,4,1:36.852
2022,1,18,hamilton,5,1:38.368
2022,1,18,russell,6,1:38.114
2022,1,18,kevin_magnussen,7,1:38.442
2022,1,18,gasly,8,1:38.888
2022,1,18,alonso,9,1:39.809
2022,1,18,ocon,10,1:40.025
2022,1,18,tsunoda,11,1:38.760
2022,1,18,stroll,12,1:44.384
2022,1,18,bottas,13,1:38.901
2022,1,18,norris,14,1:41.828
2022,1,18,zhou,15,1:39.814
2022,1,18,mick_schumacher,16,1:39.878
2022,1,18,hulkenberg,17,1:43.590
2022,1,18,albon,18,1:40.225
2022,1,18,latifi,19,1:40.272
2022,1,18,ricciardo,20,2:00.056
2022,1,19,leclerc,1,1:37.408
2022,1,19,max_verstappen,2,1:37.728
2022,1,19,sainz,3,1:37.581
2022,1,19,perez,4,1:37.214
2022,1,19,hamilton,5,1:38.393
2022,1,19,russell,6,1:38.307
2022,1,19,kevin_magnussen,7,1:38.539
2022,1,19,gasly,8,1:39.416
2022,1,19,alonso,9,1:39.785
2022,1,19,ocon,10,1:38.442
2022,1,19,tsunoda,11,1:39.011
2022,1,19,bottas,12,1:38.831
2022,1,19,zhou,13,1:38.630
2022,1,19,mick_schumacher,14,1:40.091
2022,1,19,norris,15,1:43.166
2022,1,19,albon,16,1:40.800
2022,1,19,hulkenberg,17,1:45.242
2022,1,19,latifi,18,1:40.245
2022,1,19,stroll,19,2:00.651
2022,1,19,ricciardo,20,1:39.374
2022,1,20,leclerc,1,1:37.562
2022,1,20,max_verstappen,2,1:38.257
2022,1,20,sainz,3,1:38.059
2022,1,20,perez,4,1:37.532
2022,1,20,hamilton,5,1:38.606
2022,1,20,russell,6,1:38.148
2022,1,20,kevin_magnussen,7,1:38.883
2022,1,20,gasly,8,1:39.134
2022,1,20,alonso,9,1:39.874
2022,1,20,ocon,10,1:38.917
2022,1,20,tsunoda,11,1:39.069
2022,1,20,bottas,12,1:38.960
2022,1,20,zhou,13,1:38.954
2022,1,20,mick_schumacher,14,1:39.295
2022,1,20,norris,15,1:41.881
2022,1,20,albon,16,1:40.239
2022,1,20,latifi,17,1:40.489
2022,1,20,stroll,18,1:38.940
2022,1,20,ricciardo,19,1:39.349
2022,1,20,hulkenberg,20,2:03.711
2022,1,21,leclerc,1,1:37.807
2022,1,21,max_verstappen,2,1:38.294
2022,1,21,sainz,3,1:37.721
2022,1,21,perez,4,1:37.629
2022,1,21,hamilton,5,1:38.542
2022,1,21,russell,6,1:38.633
2022,1,21,kevin_magnussen,7,1:38.859
2022,1,21,gasly,8,1:39.083
2022,1,21,alonso,9,1:40.087
2022,1,21,ocon,10,1:39.183
2022,1,21,tsunoda,11,1:39.294
2022,1,21,bottas,12,1:39.279
2022,1,21,zhou,13,1:39.047
2022,1,21,mick_schumacher,14,1:39.816
2022,1,21,norris,15,1:41.816
2022,1,21,albon,16,1:41.181
2022,1,21,stroll,17,1:38.713
2022,1,21,latifi,18,1:41.735
2022,1,21,ricciardo,19,1:39.722
2022,1,21,hulkenberg,20,1:39.180
2022,1,22,leclerc,1,1:37.752
2022,1,22,max_verstappen,2,1:38.243
2022,1,22,sainz,3,1:37.914
2022,1,22,perez,4,1:37.862
2022,1,22,hamilton,5,1:39.407
2022,1,22,russell,6,1:38.567
2022,1,22,kevin_magnussen,7,1:39.058
2022,1,22,gasly,8,1:39.152
2022,1,22,alonso,9,1:40.504
2022,1,22,ocon,10,1:39.304
2022,1,22,tsunoda,11,1:39.574
2022,1,22,bottas,12,1:39.774
2022,1,22,zhou,13,1:39.351
2022,1,22,mick_schumacher,14,1:39.964
2022,1,22,albon,15,1:40.816
2022,1,22,norris,16,1:42.876
2022,1,22,stroll,17,1:39.655
2022,1,22,latifi,18,1:41.036
2022,1,22,ricciardo,19,1:39.715
2022,1,22,hulkenberg,20,1:39.307
2022,1,23,leclerc,1,1:37.774
2022,1,23,max_verstappen,2,1:38.091
2022,1,23,sainz,3,1:38.244
2022,1,23,perez,4,1:37.960
2022,1,23,hamilton,5,1:39.109
2022,1,23,russell,6,1:38.896
2022,1,23,kevin_magnussen,7,1:39.120
2022,1,23,gasly,8,1:39.310
2022,1,23,alonso,9,1:39.922
2022,1,23,ocon,10,1:39.495
2022,1,23,tsunoda,11,1:39.569
2022,1,23,bottas,12,1:39.339
2022,1,23,zhou,13,1:39.304
2022,1,23,mick_schumacher,14,1:40.636
2022,1,23,albon,15,1:40.736
2022,1,23,norris,16,1:42.186
2022,1,23,stroll,17,1:39.811
2022,1,23,latifi,18,1:41.284
2022,1,23,ricciardo,19,1:39.832
2022,1,23,hulkenberg,20,1:39.220
2022,1,24,leclerc,1,1:37.913
2022,1,24,max_verstappen,2,1:38.187
2022,1,24,sainz,3,1:38.242
2022,1,24,perez,4,1:38.155
2022,1,24,hamilton,5,1:39.342
2022,1,24,russell,6,1:39.286
2022,1,24,kevin_magnussen,7,1:39.384
2022,1,24,gasly,8,1:39.363
2022,1,24,alonso,9,1:40.496
2022,1,24,ocon,10,1:39.886
2022,1,24,tsunoda,11,1:39.576
2022,1,24,bottas,12,1:39.650
2022,1,24,zhou,13,1:39.582
2022,1,24,mick_schumacher,14,1:40.154
2022,1,24,albon,15,1:40.669
2022,1,24,stroll,16,1:39.887
2022,1,24,norris,17,1:45.759
2022,1,24,latifi,18,1:41.118
2022,1,24,ricciardo,19,1:40.273
2022,1,24,hulkenberg,20,1:39.307
2022,1,25,leclerc,1,1:38.061
2022,1,25,max_verstappen,2,1:38.372
2022,1,25,sainz,3,1:38.264
2022,1,25,perez,4,1:38.419
2022,1,25,hamilton,5,1:39.186
2022,1,25,russell,6,1:39.165
2022,1,25,kevin_magnussen,7,1:39.520
2022,1,25,gasly,8,1:39.485
2022,1,25,ocon,9,1:40.278
2022,1,25,alonso,10,1:42.836
2022,1,25,tsunoda,11,1:40.376
2022,1,25,bottas,12,1:40.341
2022,1,25,zhou,13,1:39.849
2022,1,25,mick_schumacher,14,1:40.620
2022,1,25,albon,15,1:41.032
2022,1,25,stroll,16,1:39.774
2022,1,25,latifi,17,1:41.031
2022,1,25,ricciardo,18,1:40.367
2022,1,25,hulkenberg,19,1:39.689
2022,1,25,norris,20,2:02.145
2022,1,26,leclerc,1,1:38.371
2022,1,26,max_verstappen,2,1:38.476
2022,1,26,sainz,3,1:38.444
2022,1,26,perez,4,1:38.693
2022,1,26,hamilton,5,1:39.255
2022,1,26,russell,6,1:39.306
2022,1,26,kevin_magnussen,7,1:39.756
2022,1,26,gasly,8,1:39.513
2022,1,26,ocon,9,1:39.188
2022,1,26,tsunoda,10,1:39.871
2022,1,26,bottas,11,1:39.777
2022,1,26,zhou,12,1:39.742
2022,1,26,mick_schumacher,13,1:40.547
2022,1,26,alonso,14,2:00.922
2022,1,26,albon,15,1:41.628
2022,1,26,stroll,16,1:40.445
2022,1,26,latifi,17,1:41.161
2022,1,26,ricciardo,18,1:40.521
2022,1,26,hulkenberg,19,1:39.506
2022,1,26,norris,20,1:39.351
2022,1,27,leclerc,1,1:38.785
2022,1,27,max_verstappen,2,1:38.823
2022,1,27,sainz,3,1:38.846
2022,1,27,perez,4,1:38.563
2022,1,27,hamilton,5,1:41.666
2022,1,27,russell,6,1:39.096
2022,1,27,kevin_magnussen,7,1:39.796
2022,1,27,gasly,8,1:39.919
2022,1,27,ocon,9,1:39.789
2022,1,27,tsunoda,10,1:40.325
2022,1,27,bottas,11,1:40.338
2022,1,27,zhou,12,1:40.070
2022,1,27,mick_schumacher,13,1:40.987
2022,1,27,alonso,14,1:37.995
2022,1,27,stroll,15,1:40.371
2022,1,27,albon,16,1:42.053
2022,1,27,latifi,17,1:41.182
2022,1,27,ricciardo,18,1:40.869
2022,1,27,hulkenberg,19,1:39.840
2022,1,27,norris,20,1:39.175
2022,1,28,leclerc,1,1:39.051
2022,1,28,max_verstappen,2,1:38.782
2022,1,28,sainz,3,1:38.729
2022,1,28,perez,4,1:38.697
2022,1,28,russell,5,1:39.297
2022,1,28,kevin_magnussen,6,1:39.774
2022,1,28,gasly,7,1:39.665
2022,1,28,hamilton,8,2:01.276
2022,1,28,ocon,9,1:39.766
2022,1,28,tsunoda,10,1:39.952
2022,1,28,bottas,11,1:39.880
2022,1,28,zhou,12,1:40.004
2022,1,28,mick_schumacher,13,1:40.690
2022,1,28,alonso,14,1:38.908
2022,1,28,stroll,15,1:40.181
2022,1,28,albon,16,1:41.355
2022,1,28,ricciardo,17,1:41.188
2022,1,28,latifi,18,1:42.810
2022,1,28,hulkenberg,19,1:42.651
2022,1,28,norris,20,1:39.042
2022,1,29,leclerc,1,1:38.887
2022,1,29,max_verstappen,2,1:39.384
2022,1,29,sainz,3,1:38.953
2022,1,29,perez,4,1:38.990
2022,1,29,russell,5,1:39.274
2022,1,29,kevin_magnussen,6,1:39.984
2022,1,29,gasly,7,1:39.677
2022,1,29,hamilton,8,1:37.871
2022,1,29,ocon,9,1:39.877
2022,1,29,bottas,10,1:40.641
2022,1,29,tsunoda,11,1:42.805
2022,1,29,zhou,12,1:40.446
2022,1,29,mick_schumacher,13,1:40.919
2022,1,29,alonso,14,1:38.680
2022,1,29,stroll,15,1:40.054
2022,1,29,albon,16,1:41.505
2022,1,29,ricciardo,17,1:40.627
2022,1,29,latifi,18,1:42.572
2022,1,29,hulkenberg,19,1:42.181
2022,1,29,norris,20,1:38.874
2022,1,30,leclerc,1,1:39.354
2022,1,30,max_verstappen,2,1:41.537
2022,1,30,sainz,3,1:39.004
2022,1,30,perez,4,1:38.879
2022,1,30,russell,5,1:39.454
2022,1,30,kevin_magnussen,6,1:40.174
2022,1,30,gasly,7,1:39.800
2022,1,30,hamilton,8,1:37.506
2022,1,30,ocon,9,1:42.618
2022,1,30,bottas,10,1:39.268
2022,1,30,zhou,11,1:39.836
2022,1,30,alonso,12,1:38.626
2022,1,30,mick_schumacher,13,1:41.606
2022,1,30,tsunoda,14,1:59.210
2022,1,30,stroll,15,1:40.850
2022,1,30,albon,16,1:41.020
2022,1,30,ricciardo,17,1:40.647
2022,1,30,latifi,18,1:42.106
2022,1,30,hulkenberg,19,1:40.483
2022,1,30,norris,20,1:39.184
2022,1,31,leclerc,1,1:41.545
2022,1,31,sainz,2,1:39.105
2022,1,31,perez,3,1:39.292
2022,1,31,max_verstappen,4,1:57.239
2022,1,31,russell,5,1:39.438
2022,1,31,kevin_magnussen,6,1:40.233
2022,1,31,hamilton,7,1:36.660
2022,1,31,gasly,8,1:40.874
2022,1,31,bottas,9,1:39.806
2022,1,31,zhou,10,1:39.748
2022,1,31,alonso,11,1:38.958
2022,1,31,mick_schumacher,12,1:40.914
2022,1,31,ocon,13,2:00.824
2022,1,31,tsunoda,14,1:38.722
2022,1,31,stroll,15,1:40.855
2022,1,31,albon,16,1:41.230
2022,1,31,ricciardo,17,1:40.631
2022,1,31,latifi,18,1:41.888
2022,1,31,hulkenberg,19,1:40.473
2022,1,31,norris,20,1:39.251
2022,1,32,sainz,1,1:39.386
2022,1,32,perez,2,1:39.222
2022,1,32,leclerc,3,1:56.325
2022,1,32,max_verstappen,4,1:36.527
2022,1,32,russell,5,1:39.738
2022,1,32,kevin_magnussen,6,1:40.522
2022,1,32,hamilton,7,1:38.290
2022,1,32,gasly,8,1:42.305
2022,1,32,bottas,9,1:39.650
2022,1,32,zhou,10,1:39.814
2022,1,32,alonso,11,1:39.153
2022,1,32,ocon,12,1:38.298
2022,1,32,mick_schumacher,13,1:40.916
2022,1,32,tsunoda,14,1:37.885
2022,1,32,stroll,15,1:40.037
2022,1,32,albon,16,1:41.241
2022,1,32,ricciardo,17,1:40.686
2022,1,32,hulkenberg,18,1:41.036
2022,1,32,norris,19,1:41.449
2022,1,32,latifi,20,1:44.577
2022,1,33,sainz,1,1:41.915
2022,1,33,perez,2,1:41.868
2022,1,33,leclerc,3,1:36.674
2022,1,33,max_verstappen,4,1:36.347
2022,1,33,russell,5,1:41.830
2022,1,33,hamilton,6,1:37.085
2022,1,33,kevin_magnussen,7,1:40.523
2022,1,33,bottas,8,1:39.815
2022,1,33,zhou,9,1:39.842
2022,1,33,gasly,10,2:00.808
2022,1,33,alonso,11,1:39.686
2022,1,33,ocon,12,1:38.110
2022,1,33,tsunoda,13,1:38.980
2022,1,33,mick_schumacher,14,1:41.340
2022,1,33,stroll,15,1:40.347
2022,1,33,albon,16,1:40.863
2022,1,33,ricciardo,17,1:43.359
2022,1,33,hulkenberg,18,1:40.070
2022,1,33,norris,19,1:39.161
2022,1,33,latifi,20,2:03.320
2022,1,34,leclerc,1,1:36.399
2022,1,34,max_verstappen,2,1:36.384
2022,1,34,sainz,3,1:57.101
2022,1,34,perez,4,1:57.056
2022,1,34,hamilton,5,1:37.593
2022,1,34,kevin_magnussen,6,1:43.256
2022,1,34,russell,7,1:59.638
2022,1,34,bottas,8,1:39.739
2022,1,34,zhou,9,1:39.851
2022,1,34,gasly,10,1:37.324
2022,1,34,alonso,11,1:39.208
2022,1,34,ocon,12,1:38.155
2022,1,34,tsunoda,13,1:38.484
2022,1,34,mick_schumacher,14,1:41.178
2022,1,34,stroll,15,1:40.363
2022,1,34,albon,16,1:41.203
2022,1,34,norris,17,1:40.104
2022,1,34,hulkenberg,18,1:44.369
2022,1,34,ricciardo,19,2:02.850
2022,1,34,latifi,20,1:39.285
2022,1,35,leclerc,1,1:36.501
2022,1,35,max_verstappen,2,1:36.731
2022,1,35,sainz,3,1:36.454
2022,1,35,perez,4,1:36.302
2022,1,35,hamilton,5,1:37.470
2022,1,35,russell,6,1:37.216
2022,1,35,bottas,7,1:39.619
2022,1,35,zhou,8,1:39.954
2022,1,35,gasly,9,1:37.540
2022,1,35,kevin_magnussen,10,2:00.375
2022,1,35,alonso,11,1:39.214
2022,1,35,ocon,12,1:38.307
2022,1,35,tsunoda,13,1:38.523
2022,1,35,mick_schumacher,14,1:43.748
2022,1,35,stroll,15,1:40.452
2022,1,35,albon,16,1:43.965
2022,1,35,norris,17,1:40.844
2022,1,35,hulkenberg,18,1:40.815
2022,1,35,ricciardo,19,1:40.424
2022,1,35,latifi,20,1:39.763
2022,1,36,leclerc,1,1:36.561
2022,1,36,max_verstappen,2,1:36.920
